"","idx","type","spl"
"14408",8224,"train",1
"14409",8226,"train",1
"14410",8227,"train",1
"14411",8228,"train",1
"14412",8229,"train",1
"14413",8230,"train",1
"14414",8231,"train",1
"14415",8234,"train",1
"14416",8235,"train",1
"14417",8237,"train",1
"14418",8240,"train",1
"14419",8242,"train",1
"14420",8245,"train",1
"14421",8246,"train",1
"14422",8249,"train",1
"14423",8250,"train",1
"14424",8253,"train",1
"14425",8254,"train",1
"14426",8255,"train",1
"14427",8256,"train",1
"14428",8258,"train",1
"14429",8259,"train",1
"14430",8260,"train",1
"14431",8261,"train",1
"14432",8264,"train",1
"14433",8265,"train",1
"14434",8266,"train",1
"14435",8267,"train",1
"14436",8269,"train",1
"14437",8271,"train",1
"14438",8273,"train",1
"14439",8274,"train",1
"14440",8276,"train",1
"14441",8278,"train",1
"14442",8279,"train",1
"14443",8280,"train",1
"14444",8281,"train",1
"14445",8282,"train",1
"14446",8283,"train",1
"14447",8284,"train",1
"14448",8285,"train",1
"14449",8286,"train",1
"14450",8288,"train",1
"14451",8289,"train",1
"14452",8290,"train",1
"14453",8291,"train",1
"14454",8294,"train",1
"14455",8295,"train",1
"14456",8296,"train",1
"14457",8297,"train",1
"14458",8299,"train",1
"14459",8300,"train",1
"14460",8304,"train",1
"14461",8305,"train",1
"14462",8307,"train",1
"14463",8310,"train",1
"14464",8312,"train",1
"14465",8313,"train",1
"14466",8314,"train",1
"14467",8315,"train",1
"14468",8316,"train",1
"14469",8317,"train",1
"14470",8318,"train",1
"14471",8319,"train",1
"14472",8320,"train",1
"14473",8321,"train",1
"14474",8322,"train",1
"14475",8323,"train",1
"14476",8324,"train",1
"14477",8325,"train",1
"14478",8326,"train",1
"14479",8328,"train",1
"14480",8329,"train",1
"14481",8330,"train",1
"14482",8331,"train",1
"14483",8332,"train",1
"14484",8333,"train",1
"14485",8336,"train",1
"14486",8337,"train",1
"14487",8339,"train",1
"14488",8341,"train",1
"14489",8342,"train",1
"14490",8343,"train",1
"14491",8344,"train",1
"14492",8345,"train",1
"14493",8346,"train",1
"14494",8347,"train",1
"14495",8350,"train",1
"14496",8353,"train",1
"14497",8354,"train",1
"14498",8355,"train",1
"14499",8356,"train",1
"14500",8358,"train",1
"14501",8359,"train",1
"14502",8360,"train",1
"14503",8362,"train",1
"14504",8365,"train",1
"14505",8366,"train",1
"14506",8367,"train",1
"14507",8369,"train",1
"14508",8370,"train",1
"14509",8372,"train",1
"14510",8375,"train",1
"14511",8377,"train",1
"14512",8380,"train",1
"14513",8382,"train",1
"14514",8386,"train",1
"14515",8390,"train",1
"14516",8391,"train",1
"14517",8393,"train",1
"14518",8394,"train",1
"14519",8395,"train",1
"14520",8397,"train",1
"14521",8398,"train",1
"14522",8399,"train",1
"14523",8400,"train",1
"14524",8402,"train",1
"14525",8403,"train",1
"14526",8405,"train",1
"14527",8408,"train",1
"14528",8409,"train",1
"14529",8410,"train",1
"14530",8411,"train",1
"14531",8412,"train",1
"14532",8413,"train",1
"14533",8415,"train",1
"14534",8417,"train",1
"14535",8418,"train",1
"14536",8421,"train",1
"14537",8423,"train",1
"14538",8425,"train",1
"14539",8428,"train",1
"14540",8429,"train",1
"14541",8431,"train",1
"14542",8432,"train",1
"14543",8436,"train",1
"14544",8437,"train",1
"14545",8439,"train",1
"14546",8442,"train",1
"14547",8444,"train",1
"14548",8445,"train",1
"14549",8446,"train",1
"14550",8449,"train",1
"14551",8450,"train",1
"14552",8452,"train",1
"14553",8453,"train",1
"14554",8456,"train",1
"14555",8457,"train",1
"14556",8458,"train",1
"14557",8459,"train",1
"14558",8461,"train",1
"14559",8462,"train",1
"14560",8463,"train",1
"14561",8464,"train",1
"14562",8465,"train",1
"14563",8466,"train",1
"14564",8470,"train",1
"14565",8474,"train",1
"14566",8475,"train",1
"14567",8476,"train",1
"14568",8477,"train",1
"14569",8481,"train",1
"14570",8483,"train",1
"14571",8484,"train",1
"14572",8485,"train",1
"14573",8486,"train",1
"14574",8487,"train",1
"14575",8489,"train",1
"14576",8492,"train",1
"14577",8493,"train",1
"14578",8494,"train",1
"14579",8495,"train",1
"14580",8496,"train",1
"14581",8497,"train",1
"14582",8501,"train",1
"14583",8504,"train",1
"14584",8506,"train",1
"14585",8508,"train",1
"14586",8509,"train",1
"14587",8512,"train",1
"14588",8514,"train",1
"14589",8515,"train",1
"14590",8516,"train",1
"14591",8518,"train",1
"14592",8520,"train",1
"14593",8522,"train",1
"14594",8523,"train",1
"14595",8524,"train",1
"14596",8528,"train",1
"14597",8530,"train",1
"14598",8534,"train",1
"14599",8537,"train",1
"14600",8538,"train",1
"14601",8539,"train",1
"14602",8543,"train",1
"14603",8545,"train",1
"14604",8546,"train",1
"14605",8549,"train",1
"14606",8550,"train",1
"14607",8553,"train",1
"14608",8554,"train",1
"14609",8557,"train",1
"14610",8560,"train",1
"14611",8561,"train",1
"14612",8562,"train",1
"14613",8564,"train",1
"14614",8565,"train",1
"14615",8568,"train",1
"14616",8569,"train",1
"14617",8572,"train",1
"14618",8573,"train",1
"14619",8577,"train",1
"14620",8578,"train",1
"14621",8579,"train",1
"14622",8580,"train",1
"14623",8581,"train",1
"14624",8582,"train",1
"14625",8583,"train",1
"14626",8585,"train",1
"14627",8588,"train",1
"14628",8589,"train",1
"14629",8591,"train",1
"14630",8592,"train",1
"14631",8594,"train",1
"14632",8596,"train",1
"14633",8600,"train",1
"14634",8601,"train",1
"14635",8603,"train",1
"14636",8605,"train",1
"14637",8607,"train",1
"14638",8608,"train",1
"14639",8612,"train",1
"14640",8613,"train",1
"14641",8614,"train",1
"14642",8615,"train",1
"14643",8617,"train",1
"14644",8619,"train",1
"14645",8620,"train",1
"14646",8621,"train",1
"14647",8622,"train",1
"14648",8623,"train",1
"14649",8625,"train",1
"14650",8627,"train",1
"14651",8630,"train",1
"14652",8631,"train",1
"14653",8632,"train",1
"14654",8634,"train",1
"14655",8637,"train",1
"14656",8644,"train",1
"14657",8652,"train",1
"14658",8653,"train",1
"14659",8655,"train",1
"14660",8656,"train",1
"14661",8658,"train",1
"14662",8659,"train",1
"14663",8661,"train",1
"14664",8663,"train",1
"14665",8664,"train",1
"14666",8668,"train",1
"14667",8670,"train",1
"14668",8672,"train",1
"14669",8673,"train",1
"14670",8674,"train",1
"14671",8677,"train",1
"14672",8678,"train",1
"14673",8679,"train",1
"14674",8680,"train",1
"14675",8685,"train",1
"14676",8688,"train",1
"14677",8689,"train",1
"14678",8691,"train",1
"14679",8692,"train",1
"14680",8694,"train",1
"14681",8697,"train",1
"14682",8698,"train",1
"14683",8701,"train",1
"14684",8703,"train",1
"14685",8706,"train",1
"14686",8707,"train",1
"14687",8710,"train",1
"14688",8711,"train",1
"14689",8713,"train",1
"14690",8715,"train",1
"14691",8716,"train",1
"14692",8718,"train",1
"14693",8719,"train",1
"14694",8721,"train",1
"14695",8724,"train",1
"14696",8725,"train",1
"14697",8726,"train",1
"14698",8728,"train",1
"14699",8730,"train",1
"14700",8731,"train",1
"14701",8732,"train",1
"14702",8733,"train",1
"14703",8735,"train",1
"14704",8737,"train",1
"14705",8738,"train",1
"14706",8739,"train",1
"14707",8741,"train",1
"14708",8743,"train",1
"14709",8744,"train",1
"14710",8745,"train",1
"14711",8746,"train",1
"14712",8748,"train",1
"14713",8750,"train",1
"14714",8752,"train",1
"14715",8754,"train",1
"14716",8755,"train",1
"14717",8756,"train",1
"14718",8759,"train",1
"14719",8760,"train",1
"14720",8761,"train",1
"14721",8763,"train",1
"14722",8764,"train",1
"14723",8765,"train",1
"14724",8767,"train",1
"14725",8770,"train",1
"14726",8771,"train",1
"14727",8772,"train",1
"14728",8776,"train",1
"14729",8777,"train",1
"14730",8778,"train",1
"14731",8779,"train",1
"14732",8780,"train",1
"14733",8781,"train",1
"14734",8785,"train",1
"14735",8787,"train",1
"14736",8788,"train",1
"14737",8789,"train",1
"14738",8790,"train",1
"14739",8792,"train",1
"14740",8793,"train",1
"14741",8794,"train",1
"14742",8795,"train",1
"14743",8796,"train",1
"14744",8797,"train",1
"14745",8799,"train",1
"14746",8800,"train",1
"14747",8801,"train",1
"14748",8802,"train",1
"14749",8803,"train",1
"14750",8804,"train",1
"14751",8805,"train",1
"14752",8807,"train",1
"14753",8811,"train",1
"14754",8812,"train",1
"14755",8813,"train",1
"14756",8815,"train",1
"14757",8817,"train",1
"14758",8818,"train",1
"14759",8819,"train",1
"14760",8820,"train",1
"14761",8824,"train",1
"14762",8825,"train",1
"14763",8826,"train",1
"14764",8827,"train",1
"14765",8828,"train",1
"14766",8831,"train",1
"14767",8833,"train",1
"14768",8837,"train",1
"14769",8843,"train",1
"14770",8844,"train",1
"14771",8850,"train",1
"14772",8852,"train",1
"14773",8853,"train",1
"14774",8854,"train",1
"14775",8855,"train",1
"14776",8856,"train",1
"14777",8857,"train",1
"14778",8859,"train",1
"14779",8860,"train",1
"14780",8861,"train",1
"14781",8863,"train",1
"14782",8864,"train",1
"14783",8865,"train",1
"14784",8867,"train",1
"14785",8868,"train",1
"14786",8869,"train",1
"14787",8872,"train",1
"14788",8873,"train",1
"14789",8874,"train",1
"14790",8875,"train",1
"14791",8877,"train",1
"14792",8878,"train",1
"14793",8881,"train",1
"14794",8883,"train",1
"14795",8886,"train",1
"14796",8887,"train",1
"14797",8888,"train",1
"14798",8889,"train",1
"14799",8892,"train",1
"14800",8895,"train",1
"14801",8896,"train",1
"14802",8897,"train",1
"14803",8898,"train",1
"14804",8901,"train",1
"14805",8903,"train",1
"14806",8908,"train",1
"14807",8909,"train",1
"14808",8910,"train",1
"14809",8911,"train",1
"14810",8912,"train",1
"14811",8913,"train",1
"14812",8915,"train",1
"14813",8918,"train",1
"14814",8919,"train",1
"14815",8920,"train",1
"14816",8923,"train",1
"14817",8926,"train",1
"14818",8927,"train",1
"14819",8929,"train",1
"14820",8930,"train",1
"14821",8931,"train",1
"14822",8935,"train",1
"14823",8936,"train",1
"14824",8937,"train",1
"14825",8938,"train",1
"14826",8939,"train",1
"14827",8940,"train",1
"14828",8941,"train",1
"14829",8944,"train",1
"14830",8946,"train",1
"14831",8947,"train",1
"14832",8948,"train",1
"14833",8949,"train",1
"14834",8950,"train",1
"14835",8952,"train",1
"14836",8953,"train",1
"14837",8954,"train",1
"14838",8955,"train",1
"14839",8958,"train",1
"14840",8961,"train",1
"14841",8963,"train",1
"14842",8964,"train",1
"14843",8966,"train",1
"14844",8968,"train",1
"14845",8970,"train",1
"14846",8971,"train",1
"14847",8973,"train",1
"14848",8975,"train",1
"14849",8977,"train",1
"14850",8978,"train",1
"14851",8979,"train",1
"14852",8983,"train",1
"14853",8984,"train",1
"14854",8986,"train",1
"14855",8987,"train",1
"14856",8988,"train",1
"14857",8990,"train",1
"14858",8991,"train",1
"14859",8992,"train",1
"14860",8994,"train",1
"14861",8997,"train",1
"14862",8999,"train",1
"14863",9000,"train",1
"14864",9001,"train",1
"14865",9002,"train",1
"14866",9004,"train",1
"14867",9005,"train",1
"14868",9007,"train",1
"14869",9012,"train",1
"14870",9013,"train",1
"14871",9016,"train",1
"14872",9017,"train",1
"14873",9020,"train",1
"14874",9021,"train",1
"14875",9023,"train",1
"14876",9024,"train",1
"14877",9026,"train",1
"14878",9027,"train",1
"14879",9028,"train",1
"14880",9029,"train",1
"14881",9030,"train",1
"14882",9031,"train",1
"14883",9035,"train",1
"14884",9036,"train",1
"14885",9038,"train",1
"14886",9039,"train",1
"14887",9041,"train",1
"14888",9042,"train",1
"14889",9044,"train",1
"14890",9047,"train",1
"14891",9048,"train",1
"14892",9050,"train",1
"14893",9051,"train",1
"14894",9052,"train",1
"14895",9053,"train",1
"14896",9054,"train",1
"14897",9055,"train",1
"14898",9056,"train",1
"14899",9057,"train",1
"14900",9062,"train",1
"14901",9063,"train",1
"14902",9064,"train",1
"14903",9065,"train",1
"14904",9068,"train",1
"14905",9069,"train",1
"14906",9070,"train",1
"14907",9071,"train",1
"14908",9072,"train",1
"14909",9075,"train",1
"14910",9076,"train",1
"14911",9077,"train",1
"14912",9079,"train",1
"14913",9080,"train",1
"14914",9081,"train",1
"14915",9082,"train",1
"14916",9083,"train",1
"14917",9084,"train",1
"14918",9087,"train",1
"14919",9090,"train",1
"14920",9091,"train",1
"14921",9095,"train",1
"14922",9096,"train",1
"14923",9099,"train",1
"14924",9100,"train",1
"14925",9101,"train",1
"14926",9104,"train",1
"14927",9110,"train",1
"14928",9111,"train",1
"14929",9120,"train",1
"14930",9121,"train",1
"14931",9122,"train",1
"14932",9123,"train",1
"14933",9125,"train",1
"14934",9127,"train",1
"14935",9128,"train",1
"14936",9131,"train",1
"14937",9132,"train",1
"14938",9133,"train",1
"14939",9134,"train",1
"14940",9136,"train",1
"14941",9137,"train",1
"14942",9139,"train",1
"14943",9140,"train",1
"14944",9142,"train",1
"14945",9143,"train",1
"14946",9145,"train",1
"14947",9148,"train",1
"14948",9149,"train",1
"14949",9150,"train",1
"14950",9151,"train",1
"14951",9152,"train",1
"14952",9153,"train",1
"14953",9155,"train",1
"14954",9156,"train",1
"14955",9159,"train",1
"14956",9160,"train",1
"14957",9161,"train",1
"14958",9163,"train",1
"14959",9165,"train",1
"14960",9166,"train",1
"14961",9167,"train",1
"14962",9168,"train",1
"14963",9170,"train",1
"14964",9171,"train",1
"14965",9172,"train",1
"14966",9173,"train",1
"14967",9174,"train",1
"14968",9175,"train",1
"14969",9176,"train",1
"14970",9179,"train",1
"14971",9180,"train",1
"14972",9181,"train",1
"14973",9182,"train",1
"14974",9185,"train",1
"14975",9188,"train",1
"14976",9190,"train",1
"14977",9191,"train",1
"14978",9192,"train",1
"14979",9196,"train",1
"14980",9197,"train",1
"14981",9199,"train",1
"14982",9204,"train",1
"14983",9205,"train",1
"14984",9206,"train",1
"14985",9207,"train",1
"14986",9208,"train",1
"14987",9209,"train",1
"14988",9215,"train",1
"14989",9216,"train",1
"14990",9217,"train",1
"14991",9218,"train",1
"14992",9219,"train",1
"14993",9221,"train",1
"14994",9223,"train",1
"14995",9224,"train",1
"14996",9227,"train",1
"14997",9228,"train",1
"14998",9231,"train",1
"14999",9232,"train",1
"15000",9233,"train",1
"15001",9234,"train",1
"15002",9235,"train",1
"15003",9237,"train",1
"15004",9240,"train",1
"15005",9241,"train",1
"15006",9243,"train",1
"15007",9244,"train",1
"15008",9245,"train",1
"15009",9246,"train",1
"15010",9247,"train",1
"15011",9251,"train",1
"15012",9256,"train",1
"15013",9257,"train",1
"15014",9259,"train",1
"15015",9260,"train",1
"15016",9261,"train",1
"15017",9264,"train",1
"15018",9265,"train",1
"15019",9266,"train",1
"15020",9268,"train",1
"15021",9269,"train",1
"15022",9270,"train",1
"15023",9277,"train",1
"15024",9279,"train",1
"15025",9283,"train",1
"15026",9284,"train",1
"15027",9288,"train",1
"15028",9289,"train",1
"15029",9291,"train",1
"15030",9292,"train",1
"15031",9293,"train",1
"15032",9295,"train",1
"15033",9298,"train",1
"15034",9300,"train",1
"15035",9303,"train",1
"15036",9304,"train",1
"15037",9310,"train",1
"15038",9312,"train",1
"15039",9313,"train",1
"15040",9314,"train",1
"15041",9315,"train",1
"15042",9316,"train",1
"15043",9318,"train",1
"15044",9319,"train",1
"15045",9321,"train",1
"15046",9322,"train",1
"15047",9323,"train",1
"15048",9325,"train",1
"15049",9326,"train",1
"15050",9327,"train",1
"15051",9329,"train",1
"15052",9330,"train",1
"15053",9331,"train",1
"15054",9334,"train",1
"15055",9335,"train",1
"15056",9336,"train",1
"15057",9337,"train",1
"15058",9338,"train",1
"15059",9340,"train",1
"15060",9341,"train",1
"15061",9342,"train",1
"15062",9343,"train",1
"15063",9346,"train",1
"15064",9347,"train",1
"15065",9348,"train",1
"15066",9349,"train",1
"15067",9350,"train",1
"15068",9351,"train",1
"15069",9352,"train",1
"15070",9353,"train",1
"15071",9355,"train",1
"15072",9357,"train",1
"15073",9360,"train",1
"15074",9361,"train",1
"15075",9363,"train",1
"15076",9365,"train",1
"15077",9366,"train",1
"15078",9367,"train",1
"15079",9368,"train",1
"15080",9369,"train",1
"15081",9370,"train",1
"15082",9371,"train",1
"15083",9372,"train",1
"15084",9373,"train",1
"15085",9375,"train",1
"15086",9376,"train",1
"15087",9378,"train",1
"15088",9381,"train",1
"15089",9382,"train",1
"15090",9383,"train",1
"15091",9384,"train",1
"15092",9385,"train",1
"15093",9386,"train",1
"15094",9392,"train",1
"15095",9396,"train",1
"15096",9397,"train",1
"15097",9398,"train",1
"15098",9399,"train",1
"15099",9400,"train",1
"15100",9404,"train",1
"15101",9405,"train",1
"15102",9407,"train",1
"15103",9408,"train",1
"15104",9410,"train",1
"15105",9411,"train",1
"15106",9413,"train",1
"15107",9414,"train",1
"15108",9415,"train",1
"15109",9417,"train",1
"15110",9418,"train",1
"15111",9419,"train",1
"15112",9422,"train",1
"15113",9423,"train",1
"15114",9424,"train",1
"15115",9426,"train",1
"15116",9428,"train",1
"15117",9430,"train",1
"15118",9434,"train",1
"15119",9435,"train",1
"15120",9437,"train",1
"15121",9438,"train",1
"15122",9439,"train",1
"15123",9440,"train",1
"15124",9442,"train",1
"15125",9445,"train",1
"15126",9446,"train",1
"15127",9447,"train",1
"15128",9448,"train",1
"15129",9449,"train",1
"15130",9452,"train",1
"15131",9453,"train",1
"15132",9454,"train",1
"15133",9456,"train",1
"15134",9457,"train",1
"15135",9459,"train",1
"15136",9461,"train",1
"15137",9462,"train",1
"15138",9463,"train",1
"15139",9464,"train",1
"15140",9465,"train",1
"15141",9468,"train",1
"15142",9469,"train",1
"15143",9470,"train",1
"15144",9471,"train",1
"15145",9472,"train",1
"15146",9474,"train",1
"15147",9475,"train",1
"15148",9476,"train",1
"15149",9477,"train",1
"15150",9478,"train",1
"15151",9479,"train",1
"15152",9480,"train",1
"15153",9482,"train",1
"15154",9483,"train",1
"15155",9484,"train",1
"15156",9486,"train",1
"15157",9489,"train",1
"15158",9490,"train",1
"15159",9494,"train",1
"15160",9496,"train",1
"15161",9498,"train",1
"15162",9499,"train",1
"15163",9500,"train",1
"15164",9501,"train",1
"15165",9502,"train",1
"15166",9504,"train",1
"15167",9506,"train",1
"15168",9507,"train",1
"15169",9509,"train",1
"15170",9510,"train",1
"15171",9511,"train",1
"15172",9512,"train",1
"15173",9518,"train",1
"15174",9520,"train",1
"15175",9521,"train",1
"15176",9523,"train",1
"15177",9524,"train",1
"15178",9525,"train",1
"15179",9526,"train",1
"15180",9527,"train",1
"15181",9528,"train",1
"15182",9529,"train",1
"15183",9530,"train",1
"15184",9531,"train",1
"15185",9534,"train",1
"15186",9535,"train",1
"15187",9537,"train",1
"15188",9539,"train",1
"15189",9540,"train",1
"15190",9541,"train",1
"15191",9543,"train",1
"15192",9546,"train",1
"15193",9548,"train",1
"15194",9549,"train",1
"15195",9551,"train",1
"15196",9552,"train",1
"15197",9553,"train",1
"15198",9555,"train",1
"15199",9556,"train",1
"15200",9557,"train",1
"15201",9558,"train",1
"15202",9559,"train",1
"15203",9560,"train",1
"15204",9561,"train",1
"15205",9562,"train",1
"15206",9563,"train",1
"15207",9564,"train",1
"15208",9566,"train",1
"15209",9567,"train",1
"15210",9568,"train",1
"15211",9569,"train",1
"15212",9570,"train",1
"15213",9571,"train",1
"15214",9576,"train",1
"15215",9577,"train",1
"15216",9578,"train",1
"15217",9579,"train",1
"15218",9580,"train",1
"15219",9582,"train",1
"15220",9583,"train",1
"15221",9584,"train",1
"15222",9585,"train",1
"15223",9586,"train",1
"15224",9587,"train",1
"15225",9590,"train",1
"15226",9592,"train",1
"15227",9593,"train",1
"15228",9594,"train",1
"15229",9597,"train",1
"15230",9598,"train",1
"15231",9599,"train",1
"15232",9600,"train",1
"15233",9602,"train",1
"15234",9603,"train",1
"15235",9604,"train",1
"15236",9606,"train",1
"15237",9607,"train",1
"15238",9608,"train",1
"15239",9609,"train",1
"15240",9610,"train",1
"15241",9612,"train",1
"15242",9615,"train",1
"15243",9616,"train",1
"15244",9618,"train",1
"15245",9624,"train",1
"15246",9625,"train",1
"15247",9626,"train",1
"15248",9628,"train",1
"15249",9629,"train",1
"15250",9630,"train",1
"15251",9631,"train",1
"15252",9632,"train",1
"15253",9633,"train",1
"15254",9636,"train",1
"15255",9637,"train",1
"15256",9639,"train",1
"15257",9640,"train",1
"15258",9641,"train",1
"15259",9642,"train",1
"15260",9643,"train",1
"15261",9647,"train",1
"15262",9648,"train",1
"15263",9651,"train",1
"15264",9653,"train",1
"15265",9657,"train",1
"15266",9658,"train",1
"15267",9660,"train",1
"15268",9662,"train",1
"15269",9663,"train",1
"15270",9665,"train",1
"15271",9666,"train",1
"15272",9667,"train",1
"15273",9668,"train",1
"15274",9670,"train",1
"15275",9672,"train",1
"15276",9673,"train",1
"15277",9674,"train",1
"15278",9676,"train",1
"15279",9678,"train",1
"15280",9679,"train",1
"15281",9680,"train",1
"15282",9683,"train",1
"15283",9685,"train",1
"15284",9687,"train",1
"15285",9689,"train",1
"15286",9690,"train",1
"15287",9693,"train",1
"15288",9694,"train",1
"15289",9695,"train",1
"15290",9698,"train",1
"15291",9699,"train",1
"15292",9701,"train",1
"15293",9702,"train",1
"15294",9706,"train",1
"15295",9707,"train",1
"15296",9708,"train",1
"15297",9709,"train",1
"15298",9710,"train",1
"15299",9711,"train",1
"15300",9712,"train",1
"15301",9713,"train",1
"15302",9717,"train",1
"15303",9720,"train",1
"15304",9721,"train",1
"15305",9724,"train",1
"15306",9726,"train",1
"15307",9727,"train",1
"15308",9728,"train",1
"15309",9730,"train",1
"15310",9731,"train",1
"15311",9732,"train",1
"15312",9734,"train",1
"15313",9736,"train",1
"15314",9741,"train",1
"15315",9742,"train",1
"15316",9743,"train",1
"15317",9744,"train",1
"15318",9745,"train",1
"15319",9747,"train",1
"15320",9748,"train",1
"15321",9752,"train",1
"15322",9754,"train",1
"15323",9756,"train",1
"15324",9757,"train",1
"15325",9759,"train",1
"15326",9760,"train",1
"15327",9761,"train",1
"15328",9762,"train",1
"15329",9764,"train",1
"15330",9765,"train",1
"15331",9766,"train",1
"15332",9768,"train",1
"15333",9770,"train",1
"15334",9771,"train",1
"15335",9772,"train",1
"15336",9775,"train",1
"15337",9776,"train",1
"15338",9777,"train",1
"15339",9782,"train",1
"15340",9784,"train",1
"15341",9785,"train",1
"15342",9786,"train",1
"15343",9789,"train",1
"15344",9790,"train",1
"15345",9791,"train",1
"15346",9792,"train",1
"15347",9795,"train",1
"15348",9796,"train",1
"15349",9797,"train",1
"15350",9798,"train",1
"15351",9799,"train",1
"15352",9800,"train",1
"15353",9804,"train",1
"15354",9805,"train",1
"15355",9806,"train",1
"15356",9807,"train",1
"15357",9808,"train",1
"15358",9809,"train",1
"15359",9810,"train",1
"15360",9811,"train",1
"15361",9813,"train",1
"15362",9814,"train",1
"15363",9815,"train",1
"15364",9817,"train",1
"15365",9822,"train",1
"15366",9823,"train",1
"15367",9827,"train",1
"15368",9829,"train",1
"15369",9830,"train",1
"15370",9831,"train",1
"15371",9832,"train",1
"15372",9833,"train",1
"15373",9834,"train",1
"15374",9835,"train",1
"15375",9838,"train",1
"15376",9839,"train",1
"15377",9841,"train",1
"15378",9842,"train",1
"15379",9844,"train",1
"15380",9846,"train",1
"15381",9848,"train",1
"15382",9849,"train",1
"15383",9850,"train",1
"15384",9851,"train",1
"15385",9854,"train",1
"15386",9855,"train",1
"15387",9856,"train",1
"15388",9857,"train",1
"15389",9860,"train",1
"15390",9863,"train",1
"15391",9864,"train",1
"15392",9865,"train",1
"15393",9866,"train",1
"15394",9868,"train",1
"15395",9870,"train",1
"15396",9872,"train",1
"15397",9873,"train",1
"15398",9875,"train",1
"15399",9876,"train",1
"15400",9877,"train",1
"15401",9878,"train",1
"15402",9879,"train",1
"15403",9881,"train",1
"15404",9882,"train",1
"15405",9884,"train",1
"15406",9885,"train",1
"15407",9887,"train",1
"15408",9889,"train",1
"15409",9891,"train",1
"15410",9892,"train",1
"15411",9893,"train",1
"15412",9894,"train",1
"15413",9895,"train",1
"15414",9896,"train",1
"15415",9899,"train",1
"15416",9901,"train",1
"15417",9903,"train",1
"15418",9904,"train",1
"15419",9906,"train",1
"15420",9907,"train",1
"15421",9908,"train",1
"15422",9909,"train",1
"15423",9910,"train",1
"15424",9911,"train",1
"15425",9913,"train",1
"15426",9915,"train",1
"15427",9916,"train",1
"15428",9917,"train",1
"15429",9920,"train",1
"15430",9921,"train",1
"15431",9925,"train",1
"15432",9926,"train",1
"15433",9928,"train",1
"15434",9931,"train",1
"15435",9932,"train",1
"15436",9933,"train",1
"15437",9934,"train",1
"15438",9936,"train",1
"15439",9937,"train",1
"15440",9938,"train",1
"15441",9939,"train",1
"15442",9940,"train",1
"15443",9945,"train",1
"15444",9947,"train",1
"15445",9948,"train",1
"15446",9950,"train",1
"15447",9952,"train",1
"15448",9953,"train",1
"15449",9959,"train",1
"15450",9960,"train",1
"15451",9963,"train",1
"15452",9966,"train",1
"15453",9970,"train",1
"15454",9971,"train",1
"15455",9974,"train",1
"15456",9976,"train",1
"15457",9977,"train",1
"15458",9978,"train",1
"15459",9979,"train",1
"15460",9980,"train",1
"15461",9981,"train",1
"15462",9982,"train",1
"15463",9983,"train",1
"15464",9985,"train",1
"15465",9986,"train",1
"15466",9989,"train",1
"15467",9991,"train",1
"15468",9993,"train",1
"15469",9994,"train",1
"15470",9995,"train",1
"15471",9996,"train",1
"15472",10002,"train",1
"15473",10003,"train",1
"15474",10010,"train",1
"15475",10014,"train",1
"15476",10017,"train",1
"15477",10019,"train",1
"15478",10024,"train",1
"15479",10025,"train",1
"15480",10026,"train",1
"15481",10027,"train",1
"15482",10029,"train",1
"15483",10030,"train",1
"15484",10031,"train",1
"15485",10032,"train",1
"15486",10033,"train",1
"15487",10035,"train",1
"15488",10036,"train",1
"15489",10037,"train",1
"15490",10038,"train",1
"15491",10039,"train",1
"15492",10043,"train",1
"15493",10044,"train",1
"15494",10046,"train",1
"15495",10047,"train",1
"15496",10048,"train",1
"15497",10049,"train",1
"15498",10050,"train",1
"15499",10052,"train",1
"15500",10053,"train",1
"15501",10054,"train",1
"15502",10055,"train",1
"15503",10056,"train",1
"15504",10058,"train",1
"15505",10059,"train",1
"15506",10060,"train",1
"15507",10065,"train",1
"15508",10066,"train",1
"15509",10067,"train",1
"15510",10070,"train",1
"15511",10073,"train",1
"15512",10074,"train",1
"15513",10075,"train",1
"15514",10076,"train",1
"15515",10077,"train",1
"15516",10078,"train",1
"15517",10080,"train",1
"15518",10081,"train",1
"15519",10082,"train",1
"15520",10083,"train",1
"15521",10084,"train",1
"15522",10085,"train",1
"15523",10091,"train",1
"15524",10092,"train",1
"15525",10093,"train",1
"15526",10094,"train",1
"15527",10096,"train",1
"15528",10097,"train",1
"15529",10104,"train",1
"15530",10106,"train",1
"15531",10108,"train",1
"15532",10109,"train",1
"15533",10110,"train",1
"15534",10111,"train",1
"15535",10112,"train",1
"15536",10116,"train",1
"15537",10118,"train",1
"15538",10120,"train",1
"15539",10121,"train",1
"15540",10124,"train",1
"15541",10125,"train",1
"15542",10126,"train",1
"15543",10127,"train",1
"15544",10130,"train",1
"15545",10132,"train",1
"15546",10133,"train",1
"15547",10135,"train",1
"15548",10136,"train",1
"15549",10137,"train",1
"15550",10138,"train",1
"15551",10142,"train",1
"15552",10143,"train",1
"15553",10145,"train",1
"15554",10147,"train",1
"15555",10149,"train",1
"15556",10150,"train",1
"15557",10155,"train",1
"15558",10157,"train",1
"15559",10158,"train",1
"15560",10159,"train",1
"15561",10160,"train",1
"15562",10165,"train",1
"15563",10166,"train",1
"15564",10170,"train",1
"15565",10171,"train",1
"15566",10173,"train",1
"15567",10177,"train",1
"15568",10179,"train",1
"15569",10180,"train",1
"15570",10183,"train",1
"15571",10184,"train",1
"15572",10186,"train",1
